"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sat Feb 17 14:49:48 GMT 2024","Sat Feb 17 14:49:48 GMT 2024","54","Community","Createcheckers","","","","Createcheckers",""
"passed","Sat Feb 17 14:49:15 GMT 2024","Sat Feb 17 14:49:15 GMT 2024","65","Auth","Refresh Token","","","","RefreshToken- Wrong Refresh Token",""
"passed","Sat Feb 17 14:49:18 GMT 2024","Sat Feb 17 14:49:18 GMT 2024","54","Community","GetSubAdminById","","","","GetSubAdminById-No Auth Token",""
"failed","Sat Feb 17 14:49:16 GMT 2024","Sat Feb 17 14:49:16 GMT 2024","64","Community","Create Community","","","","Create Community-Empty Phone number field",""
"passed","Sat Feb 17 14:49:14 GMT 2024","Sat Feb 17 14:49:14 GMT 2024","58","Auth","Send OTP to Registered Email","","","","Send OTP to RegIstered Email- Successful",""
"passed","Sat Feb 17 14:49:16 GMT 2024","Sat Feb 17 14:49:16 GMT 2024","58","Auth","Reset Password","","","","ResetPassword-Mismatched newPassword and confirmPassword field",""
"failed","Sat Feb 17 14:49:17 GMT 2024","Sat Feb 17 14:49:17 GMT 2024","62","Community","createSubAdmin","","","","Create SubAdmin-Successful",""
"passed","Sat Feb 17 14:49:15 GMT 2024","Sat Feb 17 14:49:15 GMT 2024","68","Auth","Refresh Token","","","","RefreshToken",""
"passed","Sat Feb 17 14:49:16 GMT 2024","Sat Feb 17 14:49:16 GMT 2024","57","Auth","Reset Password","","","","ResetPassword- Empty Confirm Password field",""
"passed","Sat Feb 17 14:49:13 GMT 2024","Sat Feb 17 14:49:13 GMT 2024","136","Auth","Register","","","","Register-Empty Email field",""
"passed","Sat Feb 17 14:49:17 GMT 2024","Sat Feb 17 14:49:17 GMT 2024","55","Community","Get All Community","","","","GetAllCommunity-Invalid Auth Token",""
"passed","Sat Feb 17 14:49:17 GMT 2024","Sat Feb 17 14:49:17 GMT 2024","283","Community","Get All Community","","","","GetAllCommunity-Successful",""
"passed","Sat Feb 17 14:49:17 GMT 2024","Sat Feb 17 14:49:17 GMT 2024","55","Community","Get All Community","","","","GetAllCommunity-No Auth Token",""
"passed","Sat Feb 17 14:49:48 GMT 2024","Sat Feb 17 14:49:49 GMT 2024","52","Community","New Folder Copy","","","","GetCheckerByCommunityId Copy",""
"passed","Sat Feb 17 14:49:14 GMT 2024","Sat Feb 17 14:49:15 GMT 2024","124","Auth","Login","","","","Login",""
"passed","Sat Feb 17 14:49:16 GMT 2024","Sat Feb 17 14:49:16 GMT 2024","56","Auth","Forgot Password Verification","","","","Verify Forgot Password- Wrong Token",""
"passed","Sat Feb 17 14:49:18 GMT 2024","Sat Feb 17 14:49:18 GMT 2024","52","Community","GetSubAdminById","","","","GetSubAdminById-Successful",""
"failed","Sat Feb 17 14:49:15 GMT 2024","Sat Feb 17 14:49:15 GMT 2024","59","Auth","Login","","","","Login- Empty Channel field",""
"passed","Sat Feb 17 14:49:14 GMT 2024","Sat Feb 17 14:49:14 GMT 2024","62","Auth","Register","","","","Register-Invalid User Role",""
"passed","Sat Feb 17 14:49:16 GMT 2024","Sat Feb 17 14:49:16 GMT 2024","56","Auth","Forgot Password Verification","","","","Verify Forgot Password-Token with Alphabets and Special characters",""
"passed","Sat Feb 17 14:49:14 GMT 2024","Sat Feb 17 14:49:14 GMT 2024","54","Auth","Registration Verification","","","","Registeration Verification- Token with alphabets and special characters",""
"passed","Sat Feb 17 14:49:17 GMT 2024","Sat Feb 17 14:49:17 GMT 2024","56","Community","Get Community By community Id","","","","Get Community By community Id-Invalid Auth Token",""
"passed","Sat Feb 17 14:49:12 GMT 2024","Sat Feb 17 14:49:12 GMT 2024","80","Auth","Register","","","","Register- Already registered PhoneNo",""
"failed","Sat Feb 17 14:49:15 GMT 2024","Sat Feb 17 14:49:15 GMT 2024","58","Auth","Login","","","","Login- Empty Password",""
"passed","Sat Feb 17 14:49:18 GMT 2024","Sat Feb 17 14:49:18 GMT 2024","51","Community","createSubAdmin","","","","createSubAdmin-No Auth Copy",""
"failed","Sat Feb 17 14:49:15 GMT 2024","Sat Feb 17 14:49:15 GMT 2024","59","Auth","Login","","","","Login- Wrong channel and correct password",""
"passed","Sat Feb 17 14:49:15 GMT 2024","Sat Feb 17 14:49:15 GMT 2024","58","Auth","Send Email-Forgot Password","","","","Send OTP for ForgotPassword-Successful",""
"passed","Sat Feb 17 14:49:13 GMT 2024","Sat Feb 17 14:49:13 GMT 2024","72","Auth","Register","","","","Register-Empty Phone number Field",""
"passed","Sat Feb 17 14:49:48 GMT 2024","Sat Feb 17 14:49:48 GMT 2024","144","Community","GetSubAdminByCommmunityId","","","","GetSubAdminByCommmunityId Copy",""
"passed","Sat Feb 17 14:49:13 GMT 2024","Sat Feb 17 14:49:13 GMT 2024","71","Auth","Register","","","","Register-Empty Address Field",""
"passed","Sat Feb 17 14:49:12 GMT 2024","Sat Feb 17 14:49:13 GMT 2024","82","Auth","Register","","","","Register-Empty First name field",""
"passed","Sat Feb 17 14:49:14 GMT 2024","Sat Feb 17 14:49:14 GMT 2024","57","Auth","Registration Verification","","","","Registeration Verification- Invalid Channel details",""
"passed","Sat Feb 17 14:49:13 GMT 2024","Sat Feb 17 14:49:13 GMT 2024","65","Auth","Register","","","","Register-Empty Language Field",""
"passed","Sat Feb 17 14:49:14 GMT 2024","Sat Feb 17 14:49:14 GMT 2024","294","Auth","Registration Verification","","","","Registeration Verification- Empty Channel field",""
"passed","Sat Feb 17 14:49:48 GMT 2024","Sat Feb 17 14:49:48 GMT 2024","55","Community","GetAllcheckers","","","","GetAllcheckers",""
"passed","Sat Feb 17 14:49:13 GMT 2024","Sat Feb 17 14:49:13 GMT 2024","74","Auth","Register","","","","Register-Empty Gender Field",""
"passed","Sat Feb 17 14:49:15 GMT 2024","Sat Feb 17 14:49:15 GMT 2024","60","Auth","Send Email-Forgot Password","","","","Send OTP for ForgotPassword- Empty DOB field",""
"failed","Sat Feb 17 14:49:17 GMT 2024","Sat Feb 17 14:49:17 GMT 2024","69","Community","Create Community","","","","Create Community-Invalid Email format",""
"passed","Sat Feb 17 14:49:17 GMT 2024","Sat Feb 17 14:49:17 GMT 2024","57","Community","Get Community By community Id","","","","Get Community By CommunityId-Successful",""
"failed","Sat Feb 17 14:49:13 GMT 2024","Sat Feb 17 14:49:13 GMT 2024","131","Auth","Register","","","","Register-Invalid Email format",""
"passed","Sat Feb 17 14:49:14 GMT 2024","Sat Feb 17 14:49:14 GMT 2024","58","Auth","Registration Verification","","","","Registeration Verification- Wrong/Expired token",""
"passed","Sat Feb 17 14:49:13 GMT 2024","Sat Feb 17 14:49:13 GMT 2024","67","Auth","Register","","","","Register-Empty Date of Birth Field",""
"failed","Sat Feb 17 14:49:16 GMT 2024","Sat Feb 17 14:49:16 GMT 2024","64","Community","Create Community","","","","Create Community-Empty Address",""
"failed","Sat Feb 17 14:49:16 GMT 2024","Sat Feb 17 14:49:16 GMT 2024","63","Community","Create Community","","","","Create Community-Empty name field",""
"passed","Sat Feb 17 14:49:14 GMT 2024","Sat Feb 17 14:49:14 GMT 2024","59","Auth","Send OTP to Registered Email","","","","Send OTP to RegIstered Email- Empty Medium Field",""
"passed","Sat Feb 17 14:49:12 GMT 2024","Sat Feb 17 14:49:12 GMT 2024","361","Auth","Register","","","","Register-Successful",""
"passed","Sat Feb 17 14:49:17 GMT 2024","Sat Feb 17 14:49:17 GMT 2024","54","Community","Create Community","","","","Create Community-No Auth Token",""
"passed","Sat Feb 17 14:49:15 GMT 2024","Sat Feb 17 14:49:15 GMT 2024","118","Auth","Login","","","","Login-Correct password and Wrong Password",""
"passed","Sat Feb 17 14:49:14 GMT 2024","Sat Feb 17 14:49:14 GMT 2024","58","Auth","Send OTP to Registered Email","","","","Send OTP to RegIstered Email- Empty channel field",""
"passed","Sat Feb 17 14:49:16 GMT 2024","Sat Feb 17 14:49:16 GMT 2024","58","Auth","Reset Password","","","","ResetPassword-Empty Channel field",""
"passed","Sat Feb 17 14:49:13 GMT 2024","Sat Feb 17 14:49:13 GMT 2024","73","Auth","Register","","","","Register-Empty Password Field",""
